name,image,description
Die Fremden am Deich,https://einfachebuecher.de/media/41/c3/e7/1654876197/Die_Fremden_am_Deich_-_cover_Lowres_m.jpg,"Wilma lebt allein in ihrem Haus am Deich. Mit ihrer Tochter spricht sie seit einem Streit nicht mehr. Und dann werden in der alten Fischerei gegenüber Flüchtlinge untergebracht. Die Fremden machen Wilma Angst. Doch wer sitzt da nach einem Schwindelanfall an Wilmas Bett? Ihre Tochter Hanna?
„Aber warum denn hier?“, fragt Wilma.
„Hier gibt es doch nichts. Nicht mal einen Laden.“
„Das würde ich auch gern wissen“, sagt Hans.
„Wir haben kein anderes Gebäude gefunden“
sagt der Polizist. „Wir suchen nach einer Lösung.
Aber jetzt bleiben die Flüchtlinge erstmal hier.“ 

Lesen Sie hier die ersten Kapitel aus Die Fremden am Deich! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Betty,https://einfachebuecher.de/media/0f/0f/6c/1654876197/Die_Geschichte_von_Betty_-_lowres_m.jpg,"Betty zählt das Geld.
Eins, zwei, drei, vier...
Fünf 50 Euro-Scheine!
„Ich muss zurückgehen“,
denkt Betty.
„Ich muss das Geld
zurückgeben.“
 

Betty findet eine Geld-Börse mit einer Menge Geld darin. Sie kann das Geld gut gebrauchen. Soll sie das Geld behalten?

Die Geschichte von Betty ist Teil unserer Bücherreihe Mitten im Leben in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.Lesen Sie hier die ersten Kapitel aus Die Geschichte von Betty! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

 Zubehör: Lesebegleitheft"
Die Geschichte von Haias,https://einfachebuecher.de/media/2a/68/de/1654876199/Haias_cover_-_lowres_m.jpg,"Eine Erzählung in Einfacher Sprache mit Übungen

Haias ist im Alter von 14 Jahren mit seinen Eltern und drei Geschwistern aus dem Irak über Syrien nach Deutschland geflüchtet. Heute ist er 18 Jahre alt, macht eine Ausbildung zum Metallbauer und besucht gleichzeitig 3-mal pro Woche die Schule (duale Berufsausbildung). Er erzählt über sein Leben im Irak, die Schule und Hobbys dort. Er spricht auch über seine Familie und über sein neues Leben in Deutschland.

Die Geschichte von Haias ist Band 2 der multimedialen Serie über minderjährige Flüchtlinge in Deutschland: Woher kommen sie? Wer sind sie? Wie sind sie nach Deutschland gekommen?

Über diese Fragen sprechen sie und erzählen auf sehr persönliche Weise ihre Geschichte.

Zu jedem Kapitel gibt es Übungen und Aufgaben in zwei Schwierigkeitsstufen. Sie helfen beim Verständnis und erleichtern den Zugang.

Dr. Alexis Feldmeier García ist wissenschaftlicher Mitarbeiter in der Abteilung Sprachdidaktik am Germanistischen Institut der Westfälischen Wilhelms-Universität Münster.

Lesen Sie hier die ersten Kapitel aus Die Geschichte von Haias! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

Zubehör: Lesebegleitheft

Audiodateien - Die Geschichte von Haias:Haias EinleitungHaias - 1. Heimat

Haias - 1. Heimat-langsamHaias - 2. Fußball

Haias - 2. Fußball-langsamHaias - 3. FreizeitHaias - 3. Freizeit-langsam

Haias - 4. Schule

Haias - 4. Schule-langsam

Haias - 5. Weg

Haias - 5. Weg-langsam

Haias - 6. Bielefeld

Haias - 6. Bielefeld-langsam"
Die Geschichte von Jan,https://einfachebuecher.de/media/83/65/b9/1654876201/Die_Geschichte_von_Jan_-_cover_lowres_m.jpg,"Jan fährt nach Hause.
Er hat Herzklopfen.
Und er schwitzt.
Zuhause geht er unter die Dusche.
Und dann trinkt er ein Bier.
„Ich muss etwas tun“, denkt Jan.
„Ich muss mit ihr reden.“
Aber wie soll er das machen?
Jan ist nicht dumm.
Aber ihm fällt nichts ein.
Jan hat sich in Gloria verliebt. Gloria arbeitet im Dorf. In der Bäckerei.
Jan traut sich nicht, Gloria anzusprechen. Was soll er bloß machen?
Die Geschichte von Jan ist Teil unserer Bücherreihe Mitten im Leben in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist der Niederländer Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.
Lesen Sie hier die ersten Kapitel aus Die Geschichte von Jan! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Jens,https://einfachebuecher.de/media/66/c1/a1/1654876199/Die_Geschichte_von_Jens_-_cover_lowres_m.jpg,"„Ich will nur reden“, sagt der Mann.
„Ist das ein Problem?“
„Ich will aber nicht reden“, sagt Jens.
„Ich kenne Sie nicht.“
Aber der Mann geht nicht weg.
Jens schaut sich um.
Gibt es hier keine Polizei?
Aber er sieht keine Polizei.
Jens wartet auf den Zug. Er ist müde und will nach Hause. Ein Mann will mit ihm reden. Jens ist genervt. Denn der Mann riecht nach Alkohol. Wie wird Jens den Mann los?
Die Geschichte von Jens ist Teil unserer Bücherreihe in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist der Niederländer Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.Lesen Sie hier die ersten Kapitel aus Die Geschichte von Jens! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Katja,https://einfachebuecher.de/media/71/f1/8c/1654876220/Die_Geschichte_von_Katja_Cover_m.jpg,"Im Wohn-Zimmer steht ein Mann.

„Guten Abend!“, sagt er.

„Hauen Sie ab!“, ruft Katja.

„Aber …“, sagt er.

Katja kreischt: „Hauen Sie ab! Sonst … „

Sie nimmt einen Aschen-Becher.

 

Nachts kommt ein fremder Mann in Katjas Haus.

Ein Dieb! Oder doch nicht?

 

Die Geschichte von Katja ist Teil unserer Buchreihe Mitten im Leben. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.

 

Lesen Sie hier die ersten Kapitel aus Die Geschichte von Katja! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

 Zubehör: Lesebegleitheft"
Die Geschichte von Kim,https://einfachebuecher.de/media/a2/c0/b2/1654876204/Die_Geschichte_von_Kim_-_cover_lowres_m.jpg,"„Alles geht hier kaputt“, sagt Emma.
„Die Heizung, die Elektrizität ...
Warum ziehst du nicht aus?
Warum ziehst du nicht zu mir?“
„Das weißt du doch“, sagt Kim.
„Weil mir das zu schnell geht“.
„Zu schnell?“, fragt Emma.
Sie steht auf.
Sie ist sauer.
Kim wohnt in einer kleinen, alten Wohnung. Ihre Freundin Emma wohnt in einem schönen, großen Haus. Werden die beiden zusammenziehen?
Die Geschichte von Kim ist Teil unserer Bücherreihe in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist der Niederländer Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.
Lesen Sie hier die ersten Kapitel aus Die Geschichte von Kim! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Marco,https://einfachebuecher.de/media/28/21/b4/1654876196/Die_Geschichte_von_Marco_-_lowres_m.jpg,"Marco liefert Pakete ab.Er fährt von hier nach da.
Durch die ganze Stadt.
Manchmal liefert er 40 Pakete
am Tag ab.
„Das ist viel“, denkt er.
„Zuviel.“

Marco weiß nicht mehr, was er machen soll. Sein Chef gibt ihm viel zu viel Arbeit. Wie soll er das alleine schaffen? Aber dann trifft er Lisa...

Die Geschichte von Marco ist Teil unserer Bücherreihe Mitten im Leben in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.

Lesen Sie hier die ersten Kapitel aus Die Geschichte von Marco! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Maria,https://einfachebuecher.de/media/80/c2/3c/1654876220/Die_Geschichte_von_Maria_-_cover_Lowres_m.jpg,"Maria setzt sich an einen Tisch.

Sie denkt an ihren

Deutsch-Lehrer.

 

„Sie müssen rausgehen“,

sagt ihr Lehrer immer.

„Und mit Leuten reden.“

 

Wenn man neu ist in einem Land, ist alles schwer. Vor allem öffentliche Verkehrs-Mittel. Maria nimmt zum ersten Mal die Straßen-Bahn. Aber wie kommt sie wieder nach Hause?

 

Die Geschichte von Maria ist Teil unserer Buchreihe Mitten im Leben. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.

 

Lesen Sie hier die ersten Kapitel aus Die Geschichte von Maria! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Nicky,https://einfachebuecher.de/media/cf/3b/85/1654876200/Die_Geschichte_von_Nicky_-_cover_lowres_m.jpg,"Dann hört Nicky ein Auto in der Nähe.
Es hält an.
Jemand steigt aus.
Und kommt zu ihr.
„Hallo“, sagt ein Mann.
„Wartest du auf den Bus?“
Es ist ein junger Mann, hört Nicky.
„Redest du mit mir?“, fragt Nicky.
„Ja“, sagt der Mann.
„Findest du das blöd?“Nicky sieht schlecht und wohnt noch bei ihren Eltern. Sie hat keine Freunde. Und sie kann keine Arbeit finden. Aber dann trifft sie Ken ...
Die Geschichte von Nicky ist Teil unserer Bücherreihe Mitten im Leben in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist der Niederländer Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.
Lesen Sie hier die ersten Kapitel aus Die Geschichte von Nicky! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Reda,https://einfachebuecher.de/media/8e/f4/75/1654876225/9783948856007_m.jpg,"Die Frau läuft vorbei.
Dieses Mal lächelt sie nicht.
Sie läuft noch schneller.
Hat sie Angst vor ihm?
Reda steht auf.
Er will nach Hause.
Da hört er ein „Au!“.
Reda will eine andere Arbeit. Richtige Arbeit. Mit Vertrag.
Aber das geht nicht. Denn er hat keine Papiere.
Reda weiß nicht, was er tun soll.
Bis ein Spaziergang alles ändert.
Die Geschichte von Reda ist Teil unserer Buchreihe Mitten im Leben in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.
Lesen Sie hier die ersten Kapitel aus Die Geschichte von Reda! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
Zubehör: Lesebegleitheft"
Die Geschichte von Sam,https://einfachebuecher.de/media/8c/fd/35/1654876202/Die_Geschichte_von_Sam_-_cover_lowres_m.jpg,"Sam wird wach.
Er hört etwas.
Die Klingel!
Er guckt auf die Uhr.
Es ist beinah drei Uhr nachts.
Ist etwas passiert?
Mit Sarah?
Ein Unfall?
Sam ist alleine zuhause. Mitten in der Nacht klingelt es. Ein Mann steht vor der Tür. Was will er von Sam?
Die Geschichte von Sam ist Teil unserer Bücherreihe in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist der Niederländer Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.
Lesen Sie hier die ersten Kapitel aus Die Geschichte von Sam! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Tom,https://einfachebuecher.de/media/f9/23/65/1654876196/Die_Geschichte_von_Tom_-_lowres_m.jpg,"Tom wacht auf.
Er liegt auf den Rücken.
Neben seinem Auto.
Was ist passiert?
Sein Auto ist kaputt!
Er steht auf.
Sein Rücken tut weh.
Wo ist er?
Wer ist er?
Er weiß es nicht. Nach einem Unfall kann Tom sich an nichts mehr erinnern. Wie findet er den Weg nach Hause?
Die Geschichte von Tom ist Teil unserer Bücherreihe Mitten im Leben in Leichter Sprache. Diese Serie wurde für Lese-Anfänger entwickelt. Autor ist Johan van Caeneghem. Er ist Lehrer in der Erwachsenenbildung.Lesen Sie hier die ersten Kapitel aus Die Geschichte von Tom! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Geschichte von Zen,https://einfachebuecher.de/media/99/cb/30/1654876192/Die_Geschichte_von_Zen_Front_m.jpg,"Zen ist neu in Deutschland. Er ist geflüchtet. Ganz allein, ohne seine Eltern.
Zen erzählt über seine Heimat, seine Schulzeit, seine Erlebnisse auf der Flucht
und sein neues Leben in Deutschland. Er schildert, wie er Deutschland wahrnimmt.
Und welche Träume er hat.
Die Geschichte von Zen ist der Auftakt zu einer multimedialen Serie über
unbegleitete minderjährige Flüchtlinge in Deutschland: Woher kommen sie?
Wer sind sie? Wie sind sie nach Deutschland gekommen? Und warum sind sie
allein? Über diese Fragen sprechen sie und erzählen auf sehr persönliche Weise
ihre Geschichte.
Zu jedem Kapitel gibt es Übungen und Aufgaben in zwei Schwierigkeitsstufen.
Sie helfen beim Verständnis und erleichtern den Zugang.
Lesen, Hörverstehen, Aussprache und Wortschatz können Sie mit Buch
und Audiodatei trainieren.
Dr. Alexis Feldmeier García ist wissenschaftlicher Mitarbeiter in der
Abteilung Sprachdidaktik am Germanistischen Institut der Westfälischen
Wilhelms-Universität Münster.Lesen Sie hier die ersten Kapitel aus Die Geschichte von Zen! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft

Audiodateien - Die Geschichte von Zen:Zen InhaltsverzeichnisZen EinleitungZen 1Herkunft

Zen 1Herkunft langsamZen 2SchulzeitZen 2Schulzeit langsamZen 3KricketZen 3Kricket langsamZen 4PakistanZen 4Pakistan langsamZen 5RusslandZen 5Russland langsamZen 6BielefeldZen 6Bielefeld langsamZen 7DeutschlandZen 7Deutschland langsam"
Die Hochzeit auf dem Lande,https://einfachebuecher.de/media/e6/c7/ce/1654876208/Die_Hochzeit_auf_dem_Lande_lowres_m.jpg,"Martina ist überglücklich: Sie ist verliebt und bald wird sie ihren Verlobten Arndt heiraten. Arndt ist Graf und sorgt gut für sie. Die Hochzeit soll im Mai stattfinden, wenn es warm ist und die Sonne scheint.
Feiern wollen sie auf dem Hof von Martinas Eltern in Bayern. Denn ihre Eltern sind reich und der Hof ist groß und schön. Alles soll romantisch werden. Martina ist die einzige Tochter und da ist die Hochzeit natürlich etwas ganz Besonderes.
Bald starten die Vorbereitungen. Das ganze Dorf wird geschmückt. Essen muss bestellt werden. Und es werden viele Gäste eingeladen. Und das sind vielleicht Gäste! Sie kommen aus der ganzen Welt: Eine Tante aus Mexiko ist dabei und sogar ein Minister. Alles ist vorbereitet. Jetzt muss nur noch das Wetter mitspielen, denkt die Brautmutter. Doch dann geschieht etwas, was die ganze Hochzeit in Gefahr bringt...
Lesen Sie hier die ersten Kapitel aus Die Hochzeit auf dem Lande! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Magie des Spiels,https://einfachebuecher.de/media/88/cb/29/1654876242/Die_Magie_des_Spiels_lowres_m.jpg,"Mesut Özil gehört zu den erfolgreichsten Fußballspielern der Welt. Er hat mehrere Titel gewonnen und ist sogar Weltmeister. Doch am Anfang hatte Mesut Özil es nicht leicht. Mesut Özil wächst in Gelsenkirchen auf. Seine Familie stammt aus der Türkei. Zu Hause wird Türkisch gesprochen. Der junge Mesut lebt in seiner eigenen Welt. Er verbringt viel Platz auf dem Bolzplatz, beim Fußball. Sein Traum ist es, Profi zu werden.
 Wo ich auch bin -

der Fußball-Platz ist meine Bühne.

Hier bin ich frei. Hier gehöre ich hin.

 

Wo ist mein Zuhause?

Ich bin daheim in vielen Kulturen.

Ich fühle türkisch. Und ich denke deutsch.

 

Meine Freunde heißen Karim, Sergio, Cristiano.

Sie sind Deutsche. Und Türken.

Sie sind Europäer.

 

In dieser Autobiografie erzählt Mesut Özil offen, wie sein ganz persönliches Märchen wahr geworden ist. Er erinnert sich, wie er zwischen zwei Kulturen aufgewachsen ist. Und welche Schwierigkeiten er auf dem Weg zum Profi-Spieler überwinden musste. Das Buch macht Mut, seine eigenen Träume zu verfolgen.

Lesen Sie hier die ersten Kapitel aus Die Magie des Spiels! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten. Zubehör: Lesebegleitheft"
Die Therapie,https://einfachebuecher.de/media/a2/70/70/1654876223/Die_Therapie-lowres_m.jpg,"Viktor Larenz ist ein erfolgreicher Psychiater. Doch als seine
12-jährige Tochter Josephine spurlos verschwindet, bricht für
ihn die ganze Welt zusammen.
Ein paar Jahre später hat sich Viktor in ein Ferienhaus auf einer
Insel zurückgezogen. Dort taucht plötzlich Anna auf. Anna
hat Wahnvorstellungen: Immer wieder sieht sie ein kleines
Mädchen, das verschwunden ist. Genau wie Josephine.
Die Gespräche mit Anna bringen Viktor an seine Grenzen. 
Mit pochendem Herzen schlich er die Diele entlang. Jemand kannte das Versteck vom Schlüssel. Jemand wollte ins Haus. Viktor spähte durch das Guckloch in der Tür. Entsetzt wich er zurück.
Sein Puls raste.
Hatte er das wirklich gerade gesehen?Er bekam eine Gänsehaut. Kein Zweifel.
Er hatte ein menschliches Auge gesehen. Der Autor Sebastian Fitzek führt regelmäßig die Bestseller-
Listen in Deutschland an. Spannung und Unterhaltung sind bei
ihm garantiert.
Lesen Sie hier die ersten Kapitel aus Die Therapie. Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Die Titanic,https://einfachebuecher.de/media/1e/62/28/1654876217/Die_Titanic_-_cover_Lowres_m.jpg,"Langsam sinkt das Schiff.

Das Wasser ist dunkel und eiskalt.

Ich will nicht sterben.

Kann uns denn niemand retten?

 
Die Reihe Große Geschichte macht Geschichte für jeden zugänglich. 

In persönlichen Geschichten erzählen junge Erwachsene historische Ereignisse aus ihrer Sicht.

Begleitet werden die Texte von modernen Illustrationen.

Ab ca. 12 Jahre.

 

Lesen Sie hier die ersten Kapitel aus Die Titanic! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

 Zubehör: Lesebegleitheft"
Die Verwandlung,https://einfachebuecher.de/media/ce/98/aa/1654876225/Die_Verwandlung_lowres_m.jpg,"Eines Tages wacht Gregor Samsa auf.
Er will aufstehen und zur Arbeit gehen.
So, wie jeden Tag.
Aber an diesem Morgen ist alles anders:
Aus Gregor ist über Nacht ein Tier geworden.
Ein riesiger, ekliger Käfer.
Er hört nur noch,
wie die Mutter und die Schwester schreien.
Wie sie beide aus Gregors Zimmer laufen.
Und Gregor sieht noch,
wie die Mutter über ihre Röcke stolpert.
Wie sie zu dem Vater rennt.
Wie sie ihn umarmt.
Wie sie ihn um Gnade bittet.
Um das Leben von Gregor.
Aber jetzt kann Gregor schon nichts mehr erkennen.
Der Schriftsteller Franz Kafka (1883-1924) ist in der ganzen Welt bekannt. Er war sehr krank und ist schon mit 40 Jahren gestorben. Kafka ist berühmt für seine unheimlichen und seltsamen Geschichten. Die Verwandlung ist eine solche Geschichte.
Lesen Sie hier die ersten Kapitel aus Die Verwandlung! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
Zubehör: Lesebegleitheft"
Die Wand,https://einfachebuecher.de/media/45/0c/62/1654876212/Die_Wand_-_cover_Lowres_m.jpg,"Eine Frau wacht allein in einer Jagdhütte in den Bergen auf. Ihre Kusine und deren Mann sind weg. Mit ihrem Hund will die Frau ins Tal gehen und die beiden suchen. Doch sie stößt auf ein unüberwindbares Hindernis: eine unsichtbare Wand.
Erstaunt strecke ich die Hand aus.
Direkt vor mir spüre ich etwas Glattes, Kühles.
Ich taste mit der Hand nach links und rechts.
Da ist es auch. Unsichtbar, aber fest wie Glas.
Mein Herz beginnt zu rasen.
Ich muss mich setzen.
Auf der anderen Seite von der Wand steht die Welt still. Kein Mensch scheint mehr zu leben. Die Frau ist als Einzige übriggeblieben. Nur ein paar Tiere laufen ihr zu. Mitten in der Natur muss sie ums Überleben kämpfen.
Lesen Sie hier die ersten Kapitel aus Die Wand! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
 Zubehör: Lesebegleitheft"
Die Welle,https://einfachebuecher.de/media/1e/f6/35/1654876198/Die_Welle_-_cover_-_Lowres_m.jpg,"Halb verhungerte Menschen in Lagern, Millionen Tote. Die Schüler an einer amerikanischen High-School sind geschockt. Was die Nazis getan haben, ist unvorstellbar.
„Ich glaube nicht, dass so etwas bei uns möglich wäre“,
sagt Brian. „Nicht in Amerika. Nicht in unserer Zeit.“
Laurie meldet sich. „Wie konnten die Leute nur zulassen,
dass so etwas passiert! Und hinterher noch sagen, sie hätten
nichts davon gewusst!“
„Ich würde da nicht mitmachen!“, ruft Brad.
Wirklich nicht? Lehrer Ben Ross startet ein Experiment. Und bald geschehen Dinge, die er und die Schüler sich nie vorgestellt hätten ...
Ein spannender Roman, der von einer wahren Begebenheit erzählt. Und der von seiner Aktualität nichts eingebüßt hat.
Zu diesem Titel ist Unterrichtsmaterial erhältlich. Sie finden es hier.
Lesen Sie hier die ersten Kapitel aus Die Welle! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
Zubehör: Lesebegleitheft"
Die Wolke,https://einfachebuecher.de/media/0b/df/9b/1654876243/Die_Wolke_lowres_m.jpg,"Wovor viele Angst hatten, wird Wirklichkeit: In Deutschland kommt es zu einem Unfall in einem Atomkraftwerk. Radioaktive Strahlung wird freigesetzt. Eine giftige Wolke zieht über das Land.

 Als der Unfall sich ereignet, ist die 14-jährige Janna gerade in der Schule.

 

Plötzlich heult eine Sirene.

Herr Benzig, der Lehrer, sieht auf seine Uhr.

„Neun Minuten vor elf“, sagt er.

„Eine merkwürdige Zeit für einen Probe-Alarm.

Es stand auch nichts davon on der Zeitung.“

 

Elmar ruft in die Klasse:

„Das ist ABC-Alarm.

Den gibt es, wenn was explodiert ist.

Und wenn dabei giftiges Zeug in die Luft kommt.“

Elmar ist der beste Schüler in der Klasse.

„Na, vielleicht stand es ja doch in der Zeitung“,

sagt Herr Benzig.

„Machen wir also weiter.“

 

Gudrun Pausewang schrieb Die Wolke kurz nach dem Reaktorunfall von Tschernobyl. 1988 gewann das Buch den Deutschen Jugendliteraturpreis. Die Geschichte wurde 2006 verfilmt und bis heute wurden mehr als 1,5 Millionen Bücher verkauft.

 

 Lesen Sie hier die ersten Kapitel aus Die Wolke! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Dracula,https://einfachebuecher.de/media/e5/b7/46/1654876195/Dracula_-_cover_lowres_m.jpg,"Jonathan Harker muss auf Geschäftsreise. Nach Transsylvanien. Er ist zu Gast im Schloss von Graf Dracula. Dort wird er freundlich empfangen. Allerdings stellt Jonathan schon bald fest:
Irgendetwas stimmt hier nicht.
Etwas an Dracula stimmt nicht. Warum schläft er tagsüber in einem Sarg? Und was tut Dracula nachts, wenn er am Tag schläft? Jonathan will weg aus dem Schloss. Doch alle Türen sind verschlossen. Was geht hier vor? Wer ist Dracula?
Ein großer Mann öffnet die Tür. Er trägt einen schwarzen Mantel. „Ich bin Graf Dracula.“
Er reicht mir die Hand. Ich schüttle sie.
Die Hand ist kalt. Eiskalt. Wie die Hand eines Toten. Mich überläuft ein Schauer.
Was für ein Mensch ist das?, denke ich bei mir. Dracula lächelt mich an.
Freundlich sagt er zu mir: „Willkommen. Bitte treten Sie ein.“ Ich erwidere sein Lächeln.
Dracula ist eine der weltweit bekanntesten Grusel-Romane. Er erschien zum ersten Mal im Jahr 1897.
Lesen Sie hier die ersten Kapitel aus Dracula! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Drei kleine Worte,https://einfachebuecher.de/media/68/ec/08/1654876190/Drei_kleine_Worte_-_cover_RGB_Lowres_m.jpg,"Liv Bennett ist reich, jung und hübsch. Aber glücklich ist sie nicht. Die Tochter eines Millionärs wünscht sich ein ganz gewöhnliches Leben.

Eines Tages beschließt sie, allen Luxus hinter sich zu lassen. Sie zieht nach London zur Schwester ihres Vaters.

Doch in London läuft vieles anders als geplant. Das liegt auch an Eric, dem gut aussehenden Untermieter ihrer Tante. Schließlich überstürzen sich die Ereignisse – und Liv gerät in einen schlimmen Verdacht.

Immer noch eine halbe Stunde bis zur Landung!Liv guckt in den Spiegel.
Ihr Herz schlägt schneller, wenn sie an das kommende
Jahr denkt.
In London wird sie sich eine Arbeit suchen.
Und nur so viel Geld ausgeben, wie sie verdient.
Sie wird ein ganz normales Leben führen. So wie früher.
Liv lächelt ihrem Spiegelbild aufmunternd zu.

Die deutsche Schriftstellerin Petra Röder hat viele Bücher geschrieben. Sie schreibt hauptsächlich Jugendbücher und Romane. Petra Röder lebt mit Ihrem Mann und sechs Katzen in Nürnberg.

Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier. Lesen Sie hier die ersten Kapitel aus Drei kleine Worte! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Drei Schritte zu dir,https://einfachebuecher.de/media/96/4d/66/1654876227/Drei_Schritte_zu_dir_-_Vorderseite_Cover_Lowres_m.jpg,"Stella ist noch jung, aber schon todkrank. Sie braucht dringend eine neue Lunge. Bis sie diese bekommt, muss sie gut aufpassen: Ihr Immunsystem ist so schwach, dass sie mindestens drei Schritte Abstand von anderen Menschen halten muss. Auch Will ist krank und sollte auf sich aufpassen. Aber das ist ihm egal. Denn er will etwas erleben. Sobald er 18 ist, will er raus aus dem Krankenhaus und die Welt entdecken. Dafür geht er auch mal Risiken ein. Als Stella und Will sich kennenlernen, ist klar: Die beiden müssen Abstand halten. Doch je mehr Zeit die beiden miteinander verbringen, desto schwieriger wird es, den Abstand einzuhalten ...
Der Film zum Buch war der Kinohit im Sommer 2019. Nur ein Jahr später, mit Corona, kann wohl fast jeder nachempfinden, wie es sich anfühlt, einen Mindestabstand zu geliebten Menschen einzuhalten.
Lesen Sie hier die ersten Kapitel aus Drei Schritte zu dir! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
Zubehör: Lesebegleitheft"
Du wolltest doch ...,https://einfachebuecher.de/media/9f/59/00/1654876195/Du_wolltest_doch..._-_cover_lowres_m.jpg,"Sara und Simon lernen sich auf einer Party kennen. Es ist nicht nur Liebe auf den ersten Blick, sondern Liebe für ein ganzes Leben. Eines Tages aber gibt es einen schweren Zwischenfall, der alles in ihrem Leben schlagartig verändert.

Sie haben mir Sara weggenommen.

So fühlt sich das an.

Mir ist kalt.

Ich gehe nach oben.

Ich kann nichts tun.

Ich ziehe mir ihre Decke übers Gesicht.

Der Duft von Maruscha.

Nur der Duft wird bleiben?

Wenn sie stirbt ...

Lieber Gott, lass sie leben!

 

Marion Döbert ist Autorin und freie Publizistin. Sie schreibt Lektüren in verständlicher Sprache und ist Gründungs- und Vorstandsmitglied im Bundesverband Alphabetisierung und Grundbildung e.V.

Ihr Roman „Du wolltest doch ...“ macht Mut, sich auch nach einem schweren Schicksals-Schlag nicht die Freude am Leben und an der Liebe nehmen zu lassen.Lesen Sie hier die ersten Kapitel aus Du wolltest doch ...! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
